height1,weight1,reach1,ss1,ta1,stance1,age1,ssapm1,ssD1,tdD1,avg_sub1,height2,weight2,reach2,ss2,ta2,stance2,age2,sapm2,ssD2,tdD2,avg_sub2,outcome
65,115,67,27,100,1,26,2.45,67,100,0.0,64,115,66,33,0,1,33,4.84,73,0,0.0,1
70,155,71,45,37,0,29,2.99,72,100,0.5,70,145,70,28,0,1,31,4.86,55,63,0.0,1
70,155,72,49,100,2,28,5.0,73,100,0.4,69,155,72,27,0,1,33,7.16,51,0,0.4,1
67,125,70,24,18,0,30,5.23,62,100,0.5,67,125,68,38,0,1,42,4.97,76,82,0.0,1
67,155,69,34,0,1,36,1.85,61,58,0.0,69,155,72,39,42,2,35,4.73,66,100,0.0,0
68,135,67,25,0,1,38,4.59,43,34,0.0,65,135,66,57,66,2,31,1.18,75,100,0.0,0
71,145,71,50,0,1,33,4.07,32,42,0.7,66,145,71,68,58,1,37,3.44,50,100,0.2,0
67,125,70,60,50,1,32,3.4,53,46,0.5,65,125,67,47,54,1,35,3.9,40,50,1.0,0
72,155,75,63,0,2,35,4.76,44,67,0.4,75,155,77,56,33,0,30,4.63,37,100,1.2,1
73,185,76,70,0,0,29,0.55,78,100,13.8,68,170,74,22,0,1,32,4.93,30,100,0.0,1
72,170,76,28,0,1,36,5.6,20,100,0.7,71,170,74,80,0,0,43,4.67,72,100,0.0,0
67,125,71,65,0,1,29,4.26,22,34,1.3,67,125,70,78,66,1,25,1.15,35,100,2.4,0
62,115,63,85,0,1,26,3.66,100,100,0.8,63,115,64,0,0,1,26,4.87,15,100,0.0,1
72,205,76,58,0,1,38,3.51,51,80,0.3,74,205,74,49,20,1,29,3.04,42,100,2.0,1
75,205,74,62,0,1,37,3.3,46,34,0.0,74,205,77,54,66,1,28,2.65,38,100,1.0,0
70,135,74,42,50,1,36,8.85,44,0,0.0,68,135,67,56,100,0,25,3.24,58,50,0.8,0
64,125,62,66,0,1,29,1.03,34,100,1.8,66,125,66,66,0,2,36,7.39,34,100,0.0,1
70,155,75,52,21,2,31,5.87,44,0,1.2,70,155,69,56,100,1,29,3.4,48,79,0.5,0
74,185,78,46,50,1,35,5.36,57,100,0.0,73,185,76,43,0,1,34,4.33,54,50,0.2,0
70,155,74,46,0,1,34,2.44,48,40,0.0,70,155,72,52,60,2,31,2.27,54,100,1.5,0
71,170,76,35,0,1,40,3.81,57,0,0.3,72,170,79,43,100,1,26,3.6,65,100,0.0,0
65,125,69,45,0,1,29,3.13,56,0,0.3,66,125,67,44,100,1,31,4.23,55,100,0.4,0
77,185,76,66,100,1,32,2.34,40,100,0.0,70,185,72,60,0,1,33,4.17,34,0,0.0,1
69,170,77,37,0,1,33,3.6,36,100,0.8,72,170,74,64,0,1,34,2.16,63,100,0.3,0
73,145,73,50,0,0,36,6.62,27,0,4.2,68,145,72,73,100,1,30,2.62,50,100,0.8,0
66,135,68,60,0,1,36,3.03,50,0,0.1,65,135,67,50,100,1,31,4.78,40,100,0.0,0
70,155,72,49,28,1,28,5.05,48,67,0.0,71,155,72,52,33,1,33,4.53,51,72,0.0,1
68,125,70,35,33,0,31,2.73,53,67,2.0,66,125,69,47,33,1,32,3.63,65,67,0.6,0
74,262,75,55,66,0,35,2.2,60,100,0.9,71,250,73,40,0,0,39,4.2,45,34,0.1,1
66,145,70,28,0,1,40,4.61,56,0,0.1,67,145,69,44,100,1,28,3.35,72,100,1.3,0
63,125,66,47,66,1,32,3.33,35,100,0.8,65,125,65,65,0,2,27,2.72,53,34,0.1,0
71,145,74,50,0,1,31,5.48,47,50,0.3,69,145,70,53,50,1,29,6.03,50,100,1.2,1
75,170,80,53,50,1,35,4.32,56,100,0.4,75,170,80,44,0,1,38,2.42,47,50,0.3,0
72,170,72,52,0,1,29,4.17,53,0,0.8,75,170,78,47,100,1,35,3.33,48,100,0.5,0
71,155,69,35,0,1,35,5.31,44,0,0.0,67,155,66,56,100,0,33,2.01,65,100,1.6,0
65,115,63,34,25,1,30,3.12,69,63,1.0,61,115,61,31,37,1,30,4.86,66,75,0.2,0
69,155,70,40,0,2,30,4.37,40,67,0.0,67,145,69,60,33,1,33,3.95,60,100,0.6,0
70,145,74,36,16,1,36,3.79,51,0,0.2,67,145,68,49,100,2,32,3.07,64,84,0.0,0
74,185,79,77,0,1,30,2.01,70,50,0.4,72,185,72,30,50,1,31,2.51,23,100,1.1,1
72,185,74,50,100,0,32,4.24,42,34,0.5,71,185,77,58,66,2,41,4.13,50,0,0.0,0
67,155,72,69,80,1,29,1.91,44,100,0.0,68,155,69,56,0,0,36,4.51,31,20,0.7,1
68,145,70,77,66,1,35,1.54,50,100,1.9,71,145,71,50,0,1,34,5.32,23,34,0.0,1
70,155,73,76,0,2,30,3.76,50,100,0.0,69,155,70,50,0,1,32,4.78,24,100,0.0,1
71,170,74,61,40,1,41,3.43,36,0,0.1,71,170,70,64,100,1,41,2.94,39,60,0.0,1
64,125,67,71,0,1,29,3.61,63,100,0.0,67,125,68,37,0,1,35,5.2,29,100,5.4,1
68,125,67,43,28,1,32,4.54,56,60,0.3,66,125,69,44,40,1,33,6.42,57,72,0.0,1
66,125,66,48,0,0,32,2.7,43,70,0.0,69,125,71,57,30,1,24,1.86,52,100,0.7,0
74,205,76,57,20,1,37,2.73,50,100,0.0,75,205,78,50,0,2,31,3.87,43,80,0.0,0
69,135,68,28,0,1,37,6.33,47,54,0.2,68,135,69,53,46,1,37,2.62,72,100,0.7,0
70,155,72,42,0,0,36,2.65,28,100,0.9,70,155,74,72,0,1,36,3.19,58,100,2.7,0
73,170,73,46,100,1,34,3.33,68,100,1.0,73,170,77,32,0,0,36,5.13,54,0,0.0,1
69,145,72,37,0,1,37,5.58,53,100,1.1,67,145,71,47,0,1,34,3.52,63,100,0.3,0
73,185,75,49,9,0,38,4.39,51,100,0.1,73,185,74,49,0,1,35,5.67,51,91,0.1,0
63,125,65,49,0,0,28,2.6,58,0,0.4,67,125,68,42,100,1,36,4.03,51,100,0.4,0
71,145,71,46,0,2,34,4.56,63,100,0.7,68,145,68,37,0,2,35,4.15,54,100,0.6,1
68,125,68,38,75,1,30,3.57,54,67,1.0,65,125,68,46,33,1,33,3.29,62,25,0.2,1
66,115,69,38,40,1,29,5.76,50,50,0.0,67,115,68,50,50,1,29,6.55,62,60,0.0,0
64,125,69,34,100,1,32,3.24,71,89,0.0,65,125,68,29,11,1,32,3.07,66,0,0.7,0
67,145,69,48,27,1,40,3.18,40,50,1.7,70,145,73,60,50,0,37,2.93,52,73,0.7,0
70,145,73,14,0,1,33,7.83,40,100,0.0,68,155,71,60,0,0,42,3.18,86,100,1.7,0
68,125,70,48,100,2,34,3.99,51,15,0.0,67,125,66,49,85,0,39,2.66,52,0,1.0,0
69,135,71,46,12,1,32,2.66,46,25,1.8,67,135,67,54,75,1,30,5.12,54,88,0.0,0
78,260,81,28,0,1,33,3.84,58,100,0.0,75,240,77,42,0,1,46,3.2,72,100,0.2,1
66,135,71,45,50,2,34,4.99,62,100,0.2,67,135,68,38,0,0,29,2.95,55,50,0.0,1
72,155,74,54,37,1,31,4.49,60,100,0.1,69,145,70,40,0,1,31,4.66,46,63,0.0,0
70,135,72,48,50,2,31,4.09,57,75,0.8,67,135,71,43,25,1,32,7.07,52,50,0.6,1
75,205,78,51,0,1,41,2.27,58,67,0.0,74,205,78,42,33,1,40,3.73,49,100,0.0,0
63,115,64,61,0,1,40,4.94,40,67,0.1,64,115,63,60,33,1,32,4.09,39,100,1.3,0
72,185,75,71,40,1,32,3.46,42,0,3.0,74,185,75,58,100,1,28,4.13,29,60,0.6,1
62,115,61,53,33,1,32,3.76,59,100,1.1,62,115,63,41,0,1,31,7.98,47,67,0.0,1
70,170,76,29,66,0,31,3.31,57,100,0.0,72,170,74,43,0,1,31,6.26,71,34,0.0,1
70,155,73,55,0,0,39,3.83,58,100,0.0,69,155,74,42,0,1,40,3.42,45,100,0.7,0
62,115,59,30,0,1,37,5.06,42,100,0.7,63,115,64,58,0,1,40,5.55,70,100,0.2,0
75,170,75,62,100,1,29,4.61,50,100,0.8,71,170,71,50,0,2,31,4.02,38,0,0.0,1
70,230,73,63,28,1,43,2.93,56,100,0.3,74,246,80,44,0,1,33,4.76,37,72,0.7,0
73,155,74,60,10,0,26,3.59,44,50,2.2,70,155,72,56,50,1,28,7.93,40,90,0.0,1
70,170,73,63,33,0,35,3.73,42,63,0.0,73,170,77,58,37,1,34,1.67,37,67,0.0,0
75,205,79,57,50,1,34,0.52,100,100,2.4,74,242,78,0,0,1,37,3.15,43,50,0.0,1
76,205,76,41,33,1,37,4.47,53,0,0.6,78,205,82,47,100,1,33,2.83,59,67,0.9,0
75,185,75,55,0,0,29,5.01,39,100,0.0,76,205,77,61,0,1,35,3.59,45,100,0.3,0
74,170,75,45,100,1,41,3.65,65,100,0.2,71,170,72,35,0,1,35,4.17,55,0,0.3,0
72,170,75,73,0,1,44,2.92,75,0,1.3,71,170,75,25,100,1,41,3.68,27,100,0.4,1
75,235,79,42,10,1,35,1.8,66,100,0.0,76,250,78,34,0,1,36,6.65,58,90,0.0,1
70,170,73,50,0,2,32,6.95,67,100,0.3,73,170,77,33,0,1,31,3.73,50,100,0.6,0
65,135,64,43,14,1,38,3.51,50,50,0.3,67,135,67,50,50,1,34,1.4,57,86,0.5,0
67,145,71,64,26,1,36,2.41,44,63,0.8,64,135,64,56,37,1,38,3.29,36,74,0.2,1
71,170,72,46,0,1,37,3.64,45,100,0.2,70,170,71,55,0,1,39,3.34,54,100,0.5,1
65,115,63,72,0,1,36,3.56,63,100,0.0,61,115,62,37,0,1,34,5.36,28,100,0.4,1
67,145,72,68,57,1,31,2.89,47,100,0.2,71,145,72,53,0,1,31,4.91,32,43,5.3,1
69,145,69,47,0,2,30,4.31,44,100,0.6,69,145,70,56,0,0,37,6.82,53,100,0.5,1
68,155,70,33,0,0,37,4.23,54,100,0.1,69,155,71,46,0,1,35,3.57,67,100,0.9,0
72,205,75,62,25,1,35,3.24,24,100,0.1,77,205,83,76,0,0,33,4.27,38,75,0.3,0
72,170,77,45,0,1,31,5.33,29,100,0.0,71,170,74,71,0,1,28,6.83,55,100,0.0,1
63,115,64,62,42,1,37,3.03,47,100,1.0,66,115,65,53,0,1,38,2.89,38,58,0.2,1
72,265,75,67,0,1,40,6.32,52,100,0.5,71,257,72,48,0,1,35,11.54,33,100,0.0,1
72,185,77,60,0,1,36,3.72,40,100,0.2,72,185,76,60,0,0,33,7.15,40,100,2.3,0
76,185,80,70,50,1,30,3.08,42,0,0.8,73,185,77,58,100,1,33,3.34,30,50,0.0,0
66,135,69,43,22,1,33,3.61,54,100,0.4,68,135,67,46,0,1,28,3.73,57,78,0.2,0
70,185,75,61,50,0,32,1.98,54,100,0.5,72,185,74,46,0,0,30,4.17,39,50,0.0,1
72,185,72,68,0,1,31,2.51,34,86,1.1,72,185,73,66,14,1,36,4.6,32,100,1.6,0
73,145,74,62,0,0,36,6.35,32,100,0.6,73,145,76,68,0,1,29,5.81,38,100,0.0,0
72,170,72,39,12,1,32,6.91,49,50,0.0,77,170,77,51,50,1,30,3.95,61,88,0.8,0
75,230,78,45,0,1,37,5.08,45,100,0.6,76,265,77,55,0,1,34,5.7,55,100,0.3,0
69,125,70,51,0,2,34,3.15,44,39,0.6,67,125,67,56,61,0,34,2.89,49,100,0.3,0
68,135,67,40,0,1,35,3.55,63,100,0.9,66,135,68,37,0,1,37,2.48,60,100,0.6,1
68,135,69,47,0,1,35,2.52,72,100,0.8,65,135,67,28,0,1,36,2.57,53,100,0.3,1
68,135,67,42,25,0,33,3.17,27,100,0.0,67,125,66,73,0,1,35,3.53,58,75,0.0,0
75,257,84,42,0,0,33,4.61,75,100,0.0,76,265,80,25,0,1,34,1.89,58,100,0.0,1
63,115,66,44,80,1,23,3.23,80,100,0.4,64,125,67,20,0,2,37,3.7,56,20,0.0,1
73,170,75,54,0,2,33,4.21,53,40,0.4,69,170,74,47,60,2,39,1.31,46,100,0.8,0
70,155,71,56,0,1,35,2.95,82,100,0.4,72,155,70,18,0,0,36,4.1,44,100,0.4,1
70,135,75,42,0,0,33,1.41,67,100,0.3,66,135,67,33,0,1,41,1.77,58,100,1.9,1
65,135,67,48,0,1,31,4.78,60,0,0.0,67,135,67,40,100,1,35,1.99,52,100,0.0,0
75,240,75,36,0,1,29,1.86,76,84,0.0,74,239,79,24,16,1,36,3.96,64,100,0.0,0
69,145,72,11,40,1,26,4.07,66,100,0.7,72,145,73,34,0,0,28,1.49,89,60,0.7,0
67,135,70,30,100,1,36,4.21,45,58,0.0,68,135,71,55,42,1,26,3.65,70,0,0.3,0
71,145,69,56,0,1,34,4.75,67,100,0.3,68,145,70,33,0,0,31,2.91,44,100,0.4,1
70,145,70,45,0,1,37,5.61,37,100,1.2,71,145,75,63,0,1,39,4.34,55,100,0.1,0
70,205,71,52,20,0,36,3.12,52,84,0.0,75,205,76,48,16,1,37,4.07,48,80,0.0,1
73,205,75,75,100,0,32,3.29,69,100,0.0,74,205,75,31,0,1,34,2.75,25,0,0.0,1
69,135,67,57,0,1,34,2.79,66,100,0.1,66,135,65,34,0,1,39,6.14,43,100,0.5,0
67,155,70,49,0,1,31,4.21,75,100,0.3,67,155,70,25,0,1,44,3.01,51,100,0.6,1
69,145,72,50,50,2,35,2.89,42,0,1.3,72,145,73,58,100,2,36,4.41,50,50,0.1,0
69,125,68,59,0,0,33,3.05,60,100,1.5,66,125,66,40,0,1,32,3.14,41,100,0.9,1
73,205,77,46,0,1,45,3.71,43,100,1.0,72,205,75,57,0,0,41,2.91,54,100,0.6,0
63,115,63,36,100,1,33,2.98,34,34,0.0,65,115,63,66,66,1,30,3.12,64,0,1.0,0
73,155,77,37,0,2,26,4.79,44,100,0.3,69,155,71,56,0,1,33,4.76,63,100,0.3,1
62,115,63,58,100,1,26,3.66,32,100,0.8,66,115,65,68,0,1,32,3.92,42,0,0.0,1
67,135,69,49,0,1,33,3.49,57,40,0.0,69,135,71,43,60,0,36,3.66,51,100,0.6,1
68,135,70,49,0,1,30,3.36,61,72,0.3,68,135,67,39,28,1,31,3.83,51,100,0.7,1
76,185,80,42,0,2,36,3.11,43,100,0.1,76,205,79,57,0,1,38,3.65,58,100,0.4,1
70,170,71,42,66,1,39,3.34,58,100,0.5,71,170,74,42,0,1,41,3.05,58,34,0.3,1
68,135,71,44,0,1,38,3.65,54,100,0.3,67,135,70,46,0,1,32,5.73,56,100,0.0,1
75,170,81,33,0,1,33,3.22,58,100,0.5,72,170,73,42,0,1,39,4.67,67,100,0.0,1
69,170,71,44,0,0,34,3.23,66,100,0.1,70,185,75,34,0,1,38,6.58,56,100,0.0,1
63,115,62,32,50,1,39,4.19,64,100,0.7,62,115,62,36,0,1,33,4.38,68,50,0.3,0
74,185,75,58,0,1,29,3.58,53,100,0.9,73,185,77,47,0,0,38,3.5,42,100,1.5,1
62,115,61,48,0,1,32,3.76,69,50,1.1,64,115,64,31,50,1,38,4.12,52,100,0.8,1
71,155,72,38,0,1,36,4.02,51,100,0.8,75,155,75,49,0,1,28,4.36,62,100,0.4,0
72,155,75,42,0,0,33,2.4,49,50,0.7,68,145,69,51,50,1,31,2.94,58,100,0.0,1
63,115,68,23,20,1,30,1.81,56,0,3.7,65,115,64,44,100,1,33,4.23,77,80,0.0,0
68,135,70,36,0,2,33,5.16,55,75,0.9,71,135,70,45,25,2,33,3.4,64,100,0.3,0
68,135,69,50,66,0,44,2.79,55,100,0.1,66,135,68,45,0,1,36,3.03,50,34,0.1,1
70,145,70,32,0,1,31,4.86,59,50,0.0,69,145,72,41,50,1,37,5.58,68,100,1.1,0
65,125,65,37,100,2,27,2.72,63,0,0.1,66,125,69,37,100,1,36,3.76,63,0,0.6,1
75,170,80,40,0,1,37,3.19,64,34,0.3,71,185,75,36,66,1,36,3.01,60,100,0.6,0
67,145,69,53,50,1,40,3.18,65,100,1.7,68,145,72,35,0,1,31,3.25,47,50,0.2,1
70,145,70,25,0,1,35,5.94,47,100,0.7,71,145,73,53,0,1,30,1.83,75,100,0.0,0
72,170,74,50,0,1,33,2.22,56,73,0.3,71,170,71,44,27,1,30,3.18,50,100,3.1,1
66,125,68,57,0,1,34,5.01,59,50,0.2,66,125,70,41,50,2,29,8.7,43,100,1.3,1
67,125,70,36,16,0,29,6.05,48,87,0.0,68,125,70,52,13,2,34,3.99,64,84,0.0,0
72,170,76,42,26,2,38,2.74,26,100,0.1,74,170,74,74,0,0,34,2.34,58,74,0.4,0
68,155,71,57,0,2,32,4.97,40,67,0.0,71,155,70,60,33,1,37,7.5,43,100,0.0,0
71,170,72,90,50,2,37,3.0,42,100,1.0,72,185,72,58,0,0,36,4.74,10,50,0.3,1
66,125,69,51,0,1,28,6.3,59,100,0.7,64,125,64,41,0,1,37,4.52,49,100,0.1,0
72,185,74,48,0,0,32,4.24,64,100,0.5,74,185,76,36,0,1,37,3.36,52,100,1.3,1
70,145,72,41,33,0,37,2.98,40,0,1.1,68,135,71,60,100,1,30,2.2,59,67,0.7,0
71,155,73,58,0,1,40,3.18,37,65,0.0,70,155,71,63,35,1,32,3.74,42,100,0.0,0
75,155,78,28,0,1,29,3.41,25,0,3.6,69,155,68,75,100,1,30,5.35,72,100,0.0,0
67,125,68,24,0,1,32,2.31,47,50,2.0,67,125,70,53,50,1,25,1.19,76,100,1.3,0
69,145,73,57,50,1,34,2.4,44,55,0.9,69,145,70,56,45,1,29,6.03,43,50,1.2,1
67,125,71,20,0,2,35,2.0,53,100,1.0,67,125,70,47,0,0,29,3.2,80,100,2.2,0
66,125,69,50,0,1,32,3.63,43,50,0.6,66,125,65,57,50,1,40,4.72,50,100,0.3,0
64,125,64,80,100,0,30,4.1,63,100,0.4,67,125,66,37,0,1,29,4.75,20,0,1.8,1
79,250,80,80,0,1,37,3.0,100,100,0.2,74,262,75,0,0,0,35,2.2,20,100,0.9,1
75,205,77,58,100,1,33,2.47,55,50,1.4,77,205,79,45,50,1,34,3.91,42,0,1.5,1
68,135,70,60,33,1,33,2.13,31,100,1.4,68,135,70,69,0,0,31,3.76,40,67,0.1,0
66,135,68,40,100,0,46,2.84,25,25,0.4,69,135,69,75,75,2,32,3.99,60,0,1.0,0
74,205,77,47,77,1,28,2.65,42,67,1.0,76,205,78,58,33,1,29,2.48,53,23,0.0,1
75,235,79,65,61,1,35,1.8,44,100,0.0,76,236,78,56,0,1,33,3.46,35,39,0.6,1
68,135,69,47,0,1,40,3.82,28,59,0.2,65,135,66,72,41,1,43,2.5,53,100,0.2,1
76,185,76,54,100,1,31,2.63,55,100,1.4,74,185,79,45,0,1,30,2.01,46,0,0.4,1
67,135,68,63,0,2,38,5.95,52,83,0.6,65,135,69,48,17,1,34,4.47,37,100,0.3,1
65,125,67,49,0,0,33,4.53,51,0,0.0,66,125,67,49,100,1,31,4.23,51,100,0.4,0
72,170,76,57,41,1,38,2.44,40,100,0.8,72,170,77,60,0,1,32,6.68,43,59,0.2,1
76,245,81,75,0,1,35,2.19,50,0,0.5,76,248,84,50,100,1,38,2.22,25,100,0.5,0
65,125,66,60,66,0,37,2.11,68,100,0.4,65,125,66,32,0,1,32,3.95,40,34,0.6,0
73,170,77,63,0,1,31,2.41,53,100,1.8,71,170,75,47,0,0,35,5.47,37,100,0.1,1
75,155,77,41,0,0,30,4.63,31,67,1.2,70,155,70,69,33,0,35,3.17,59,100,0.2,0
73,185,76,25,25,0,29,0.55,50,100,13.8,74,185,80,50,0,1,37,3.92,75,75,0.1,1
68,135,65,78,66,1,34,3.91,72,50,0.0,67,135,70,28,50,0,35,4.29,22,34,0.2,1
63,125,66,53,100,1,32,3.33,60,100,0.8,64,125,68,40,0,1,39,4.96,47,0,0.6,1
74,185,72,47,0,1,35,4.99,51,100,2.6,73,185,74,49,0,1,35,5.67,53,100,0.1,0
68,135,67,48,100,0,25,3.24,60,100,0.8,70,135,70,40,0,1,29,4.94,52,0,0.5,1
65,115,67,24,0,1,42,4.75,34,20,0.6,61,115,61,66,80,1,30,4.86,76,100,0.2,0
68,135,71,60,50,1,28,2.44,61,84,0.6,70,135,72,39,16,2,31,4.09,40,50,0.8,1
71,155,69,47,52,1,35,5.31,49,100,0.0,70,155,69,51,0,1,29,3.4,53,48,0.5,1
73,185,78,38,0,0,35,1.99,59,0,1.2,74,185,75,41,100,1,30,3.6,62,100,1.7,0
75,265,77,55,50,1,34,3.83,54,100,0.0,78,260,81,46,0,1,33,3.84,45,50,0.0,1
73,170,76,25,0,1,33,3.38,48,0,0.5,73,170,73,52,100,1,34,3.33,75,100,1.0,0
71,155,75,24,66,1,33,8.08,41,100,0.0,69,155,70,59,0,2,30,4.37,76,34,0.0,0
66,125,66,46,0,0,32,2.7,56,50,0.0,67,125,68,44,50,1,36,4.03,54,100,0.4,0
69,155,71,48,0,0,30,1.84,75,100,1.1,68,155,70,25,0,1,34,7.45,52,100,0.0,1
67,125,73,31,30,0,33,4.41,53,80,0.3,69,125,70,47,20,2,34,3.15,69,70,0.6,1
67,155,69,8,0,1,36,1.85,75,34,0.0,69,155,70,25,66,1,32,1.53,92,100,1.5,0
70,155,72,42,75,1,25,0.46,65,100,0.0,68,155,68,35,0,1,35,3.3,58,25,1.5,1
64,125,66,42,33,1,26,3.32,63,100,1.2,61,115,62,37,0,1,34,5.36,58,67,0.4,1
74,205,77,37,0,1,34,6.03,31,100,0.4,74,205,76,69,0,1,37,2.73,63,100,0.0,0
75,205,77,55,45,1,30,4.17,68,50,0.0,76,265,79,32,50,1,36,4.81,45,55,0.2,1
75,205,74,54,0,1,37,3.3,76,100,0.0,70,205,73,24,0,1,37,3.3,46,100,0.4,1
69,145,72,46,0,1,33,4.9,64,100,0.1,68,155,71,36,0,0,42,3.18,54,100,1.7,1
70,155,72,49,16,2,28,5.0,52,0,0.4,70,155,69,48,100,0,31,5.72,51,84,0.3,0
70,145,74,43,33,1,36,3.79,74,100,0.2,68,145,69,26,0,1,30,4.13,57,67,0.0,1
70,170,67,41,0,2,28,4.61,40,0,0.9,73,170,77,60,100,1,34,1.67,59,100,0.0,1
66,125,66,60,0,1,29,2.85,86,0,2.5,63,125,64,14,100,0,30,2.18,40,100,0.0,1
70,155,70,60,44,0,34,1.27,52,100,1.0,66,145,71,48,0,1,37,3.44,40,56,0.2,1
66,145,70,42,25,1,40,4.61,43,100,0.1,71,145,71,57,0,1,33,4.07,58,75,0.7,0
72,265,75,43,0,1,40,6.32,50,100,0.5,72,264,74,50,0,0,32,5.93,57,100,0.0,0
75,205,79,55,66,1,34,2.53,60,100,0.9,75,205,78,40,0,2,31,3.87,45,34,0.0,0
70,145,73,35,0,1,31,3.29,41,100,0.4,69,145,70,59,0,0,33,3.06,65,100,0.0,1
66,125,66,25,0,2,36,7.39,37,100,0.0,65,135,67,63,0,1,30,2.75,75,100,0.8,0
70,155,69,37,0,1,23,3.83,44,25,0.8,72,155,74,56,75,1,31,4.49,63,100,0.1,0
66,145,67,49,33,1,35,5.87,34,20,1.9,67,145,68,66,80,2,32,3.07,51,67,0.0,0
63,115,63,58,0,1,33,3.06,38,34,0.0,61,115,61,62,66,1,29,2.48,42,100,0.1,0
68,145,72,40,0,1,32,5.46,42,86,0.0,68,145,68,58,14,2,35,4.15,60,100,0.6,0
68,155,68,41,0,1,34,3.07,57,100,0.0,70,155,72,43,0,1,28,5.05,59,100,0.0,0
75,260,79,0,0,1,40,2.48,43,25,0.0,75,260,78,57,75,1,30,3.79,100,100,0.5,0
71,250,73,30,0,0,39,4.2,62,0,0.1,75,249,78,38,100,1,40,3.35,70,100,0.1,0
72,170,71,41,0,0,25,5.12,37,43,0.0,73,170,77,63,57,0,36,5.13,59,100,0.0,0
68,145,69,56,0,1,30,2.84,26,60,0.6,72,155,69,74,40,2,30,5.61,44,100,0.4,0
67,135,68,44,0,0,30,1.38,60,100,1.6,67,135,69,40,0,1,28,3.94,56,100,0.0,1
67,125,66,41,33,1,30,3.43,72,100,2.6,66,125,64,28,0,1,29,2.69,59,67,0.0,1
70,185,73,65,33,1,34,3.3,64,100,1.1,73,185,77,36,0,1,37,6.15,35,67,0.0,1
64,125,62,100,0,1,29,1.03,0,0,1.8,67,125,70,100,100,1,25,1.15,0,100,2.4,0
76,205,79,57,0,0,34,3.35,54,89,0.0,74,205,76,46,11,1,46,4.43,43,100,0.9,1
65,135,68,44,50,1,38,3.46,36,50,1.6,67,125,70,64,50,1,32,3.4,56,50,0.5,0
70,170,71,83,100,1,39,3.34,64,100,0.5,75,170,80,36,0,1,38,2.42,17,0,0.3,1
65,125,67,34,0,1,42,5.25,38,0,0.1,61,115,62,62,100,1,34,5.36,66,100,0.4,0
78,205,82,80,0,1,33,2.83,63,100,0.9,75,185,76,37,0,1,38,2.86,20,100,1.6,1
75,185,75,51,0,0,29,5.01,46,100,0.0,73,205,76,54,0,1,44,2.79,49,100,0.7,1
70,185,72,48,0,1,33,4.17,49,100,0.0,75,185,75,51,0,1,33,5.3,52,100,0.5,1
69,155,70,66,57,1,30,4.4,54,100,1.3,70,155,71,46,0,0,29,2.99,34,43,0.5,1
73,170,76,69,0,1,38,5.42,60,100,0.0,73,170,72,40,0,1,28,5.25,31,100,3.8,0
75,235,76,100,0,1,44,3.02,22,40,0.1,75,205,79,78,60,1,34,0.52,0,100,2.4,0
66,135,64,54,0,1,36,3.63,56,75,0.0,67,135,71,44,25,1,32,7.07,46,100,0.6,1
68,155,71,69,25,1,30,2.66,72,100,0.0,70,155,73,28,0,2,31,2.51,31,75,1.0,1
71,170,74,47,0,1,41,3.43,55,67,0.1,71,185,72,45,33,1,34,4.21,53,100,0.9,1
62,135,67,48,0,0,32,5.85,54,100,0.0,68,135,72,46,0,1,42,7.4,52,100,0.0,1
67,135,69,67,0,1,32,4.0,68,100,0.0,64,135,72,32,0,1,34,3.91,33,100,1.6,1
73,185,76,44,100,1,34,4.33,55,100,0.2,75,185,75,45,0,1,30,3.26,56,0,1.5,1
71,145,71,36,0,2,37,3.46,55,0,1.6,67,145,71,45,100,1,34,3.52,64,100,0.3,0
72,185,75,64,100,0,34,4.1,64,100,0.0,71,185,72,36,0,0,33,4.55,36,0,0.0,1
68,135,68,42,0,1,34,3.92,50,100,0.6,67,135,67,50,0,1,37,3.29,58,100,0.7,0
67,135,67,54,0,1,38,5.03,30,100,0.4,68,135,69,70,0,1,29,0.73,46,100,0.9,0
66,125,71,32,18,1,26,6.25,27,40,0.0,69,135,69,73,60,1,30,2.5,68,82,0.2,0
70,155,72,36,33,1,28,7.93,48,25,0.0,67,155,66,52,75,0,33,2.01,64,67,1.6,0
68,125,67,42,0,1,32,4.54,46,50,0.3,68,125,69,54,50,1,34,2.28,58,100,0.9,0
67,135,68,55,66,0,32,1.9,69,100,1.9,69,135,74,31,0,0,29,2.89,45,34,0.6,1
67,125,68,53,33,1,35,5.2,41,100,5.4,69,125,70,59,0,2,34,3.15,47,67,0.6,0
73,185,76,38,100,1,35,4.33,55,100,0.2,71,185,77,45,0,2,42,4.13,62,0,0.0,0
70,155,74,41,0,1,35,2.44,59,67,0.0,67,155,72,41,33,1,30,1.91,59,100,0.0,0
65,125,68,45,25,1,33,3.07,77,100,0.7,64,125,67,23,0,1,30,3.61,55,75,0.0,1
70,145,73,53,0,0,38,2.93,55,100,0.7,73,145,74,45,0,0,37,6.35,47,100,0.6,1
70,155,71,51,0,1,40,3.74,72,100,0.3,68,155,70,28,0,0,38,4.23,49,100,0.1,0
72,185,72,0,100,1,32,2.51,49,100,1.1,72,185,74,51,0,0,31,4.17,100,0,0.0,0
63,115,58,27,66,1,27,3.22,56,100,0.5,63,115,63,44,0,2,31,2.57,73,34,0.2,1
71,170,73,35,50,1,32,2.56,62,40,0.6,73,170,75,38,60,2,34,4.21,65,50,0.4,0
