height1,weight1,reach1,ss1,ta1,stance1,age1,ssapm1,ssD1,tdD1,avg_sub1,height2,weight2,reach2,ss2,ta2,stance2,age2,sapm2,ssD2,tdD2,avg_sub2,outcome
68,135,70,38,0,1,34,2.13,64,59,1.4,68,135,69,36,41,1,31,0.88,62,100,1.9,1
73,170,77,18,0,1,32,3.73,37,23,0.6,72,170,74,63,77,1,35,2.16,82,100,0.3,0
65,125,68,35,66,1,34,3.29,52,100,0.2,65,125,68,48,0,0,33,4.51,65,34,0.4,0
65,135,67,24,0,1,37,2.57,72,54,0.3,66,135,67,28,46,1,37,2.97,76,100,0.0,0
70,155,73,40,0,1,31,3.7,42,50,1.6,69,155,68,58,50,1,38,3.4,60,100,0.0,1
72,170,73,42,0,1,40,4.67,71,100,0.0,71,170,72,29,0,1,36,4.17,58,100,0.3,1
70,145,70,43,11,0,32,1.63,49,100,1.6,67,145,69,51,0,1,29,3.35,57,89,1.3,0
75,205,76,100,0,1,37,4.64,43,100,0.0,74,242,78,57,0,1,38,3.15,0,100,0.0,0
68,185,76,47,0,1,39,3.93,50,100,0.0,74,185,75,50,0,1,29,4.13,53,100,0.6,0
70,170,76,30,0,0,32,3.31,59,100,0.0,70,185,75,41,0,1,39,6.58,70,100,0.0,0
70,145,70,57,50,1,38,5.61,49,67,1.2,69,145,72,51,33,1,34,4.9,43,50,0.1,1
67,125,69,37,55,2,29,3.73,41,100,1.1,68,135,67,59,0,0,26,3.24,63,45,0.8,0
72,170,75,62,0,1,43,3.03,44,67,0.0,75,170,81,56,33,1,34,3.22,38,100,0.5,1
66,125,66,76,100,1,33,3.14,67,100,0.9,68,125,70,33,0,1,36,4.46,24,0,1.1,1
74,264,75,20,0,0,33,4.98,48,100,0.0,75,257,84,52,0,0,34,4.61,80,100,0.0,0
74,185,76,46,0,1,38,3.36,41,34,1.3,73,185,77,59,66,1,38,3.69,54,100,0.4,1
75,185,76,46,0,0,33,2.94,48,0,1.9,73,185,75,52,100,0,39,4.39,54,100,0.1,0
72,170,76,44,0,1,37,5.6,55,50,0.7,75,170,80,45,50,1,36,4.32,56,100,0.4,0
62,115,63,41,0,1,32,7.98,48,100,0.0,63,115,64,52,0,1,41,4.94,59,100,0.1,0
67,155,70,36,26,1,45,3.01,61,100,0.6,69,155,69,39,0,1,43,3.66,64,74,0.2,1
70,155,73,43,0,1,33,2.64,55,100,0.0,70,155,73,45,0,0,40,3.83,57,100,0.0,0
72,145,71,49,28,2,34,3.35,71,60,0.8,70,145,71,29,40,1,42,3.27,51,72,1.1,1
69,155,72,31,0,1,34,7.16,51,40,0.4,69,155,71,49,60,0,35,3.52,69,100,0.5,0
68,145,71,65,0,1,38,6.42,72,67,0.0,69,145,72,28,33,1,27,4.07,35,100,0.7,0
63,115,64,43,0,1,27,4.87,40,100,0.0,64,115,66,60,0,1,34,4.84,57,100,0.0,1
77,205,83,57,0,0,34,4.27,66,75,0.3,73,205,75,34,25,0,33,3.29,43,100,0.0,1
76,260,78,52,0,1,35,4.02,63,50,0.0,76,250,78,37,50,1,37,6.65,48,100,0.0,1
72,170,74,25,0,1,32,6.26,42,67,0.0,71,170,70,58,33,1,42,2.94,75,100,0.0,0
69,125,70,55,0,2,35,3.15,50,75,0.6,64,125,66,50,25,2,38,5.86,45,100,0.2,1
67,125,67,29,0,1,35,4.42,57,100,0.7,64,125,64,43,0,1,38,4.52,71,100,0.1,0
69,135,70,29,0,1,36,4.24,64,92,0.0,67,135,66,36,8,1,32,2.75,71,100,0.0,0
69,135,71,59,40,1,33,3.7,50,47,0.2,66,135,70,50,53,1,33,4.29,41,60,0.0,1
66,115,69,53,0,1,30,5.76,32,50,0.0,62,115,59,68,50,1,38,5.06,47,100,0.7,0
68,135,71,55,37,1,27,3.65,53,50,0.3,67,135,67,47,50,1,34,3.79,45,63,0.6,1
76,205,79,57,100,1,39,3.65,47,75,0.4,76,185,80,53,25,2,37,3.11,43,0,0.1,1
64,115,63,47,0,2,37,3.44,82,75,0.4,61,115,63,18,25,1,39,2.69,53,100,0.3,1
68,155,71,43,42,1,40,4.58,50,100,0.9,69,155,72,50,0,0,37,4.3,57,58,1.2,0
66,135,68,16,0,1,45,2.82,50,100,0.3,69,135,67,50,0,1,35,2.79,84,100,0.1,0
70,155,72,27,0,0,30,2.93,54,100,1.4,72,155,75,46,0,2,36,4.76,73,100,0.4,0
67,155,71,56,0,1,35,3.53,70,100,0.0,71,155,72,30,0,1,37,3.8,44,100,0.6,0
77,205,79,47,0,1,35,3.91,59,100,1.5,76,205,77,41,0,0,37,3.77,53,100,0.4,1
64,125,66,65,100,1,27,3.32,47,100,1.2,64,115,62,53,0,1,36,4.94,35,0,0.6,1
72,170,72,47,33,1,30,4.17,57,28,0.8,72,185,73,43,72,2,35,3.03,53,67,2.5,0
68,155,71,45,0,2,36,4.96,60,100,0.0,69,155,71,40,0,1,36,3.57,55,100,0.9,0
72,145,74,35,0,1,34,3.02,40,100,0.0,71,145,71,60,0,1,35,4.4,65,100,0.5,0
67,135,70,20,50,0,37,3.1,55,100,0.4,70,135,75,45,0,0,34,1.41,80,50,0.3,0
72,205,78,14,0,1,32,5.56,40,100,0.0,76,205,77,60,0,1,36,3.59,86,100,0.3,0
66,115,65,36,0,1,39,2.89,46,50,0.2,64,115,65,54,50,0,39,4.21,64,100,0.7,0
73,170,74,61,0,0,40,5.28,48,29,0.1,75,170,80,52,71,1,39,2.42,39,100,0.3,0
68,145,69,52,0,1,32,2.94,0,100,0.0,67,145,69,100,0,1,36,2.28,48,100,2.7,1
67,125,70,44,50,0,35,3.3,60,100,2.1,70,125,72,40,0,1,35,4.29,56,50,0.3,1
70,155,72,67,33,2,32,2.27,50,100,1.5,68,155,72,50,0,1,42,3.97,33,67,0.0,1
63,125,65,58,62,0,29,2.6,65,100,0.4,67,125,65,35,0,1,35,4.88,42,38,0.6,1
70,135,73,68,0,2,32,5.18,35,0,0.3,69,135,69,65,100,2,33,3.99,32,100,1.0,0
70,135,71,36,0,1,36,5.67,66,50,0.0,69,135,71,34,50,1,33,2.66,64,100,1.8,0
68,125,68,46,100,0,35,5.17,47,100,0.3,67,125,70,53,0,0,30,3.2,54,0,2.2,0
66,135,68,58,0,1,28,4.53,8,100,0.8,67,135,66,92,0,0,38,8.43,42,100,0.0,1
68,145,70,41,0,0,32,2.91,76,100,0.4,71,145,72,24,0,1,38,7.1,59,100,0.1,1
71,170,76,53,50,1,41,3.81,60,40,0.3,74,170,75,40,60,1,42,3.65,47,50,0.2,1
76,260,78,46,0,1,35,4.02,60,100,0.0,76,265,80,40,0,1,34,5.67,54,100,0.0,1
72,185,75,50,75,2,32,6.13,56,100,1.2,76,185,76,44,0,1,32,2.63,50,25,1.4,1
74,185,76,42,0,1,38,3.36,58,0,1.3,72,185,77,42,100,1,37,3.72,58,100,0.2,1
76,185,80,50,0,1,31,3.08,46,50,0.8,70,185,73,54,50,1,35,3.3,50,100,1.1,0
72,155,75,65,0,0,34,2.4,67,100,0.7,73,155,74,33,0,0,27,3.59,35,100,2.2,1
64,125,69,41,0,1,31,1.13,55,50,1.0,67,125,67,45,50,0,35,2.89,59,100,0.3,0
67,145,71,39,0,1,29,2.46,31,34,1.4,68,135,69,69,66,1,32,3.34,61,100,0.0,1
70,155,70,73,66,0,35,1.27,52,100,1.0,70,155,74,48,0,1,37,3.19,27,34,2.7,1
66,135,67,30,0,1,40,3.47,23,38,0.8,67,145,71,77,62,1,37,2.41,70,100,0.8,0
70,155,70,40,21,0,36,3.17,55,100,0.2,70,155,72,45,0,0,37,2.65,60,79,0.9,0
69,125,68,26,0,1,38,4.41,65,50,0.3,67,125,65,35,50,1,36,3.31,74,100,0.0,0
70,170,72,49,0,1,34,3.55,62,100,1.2,71,170,72,38,0,1,38,3.64,51,100,0.2,0
70,185,75,59,50,0,33,1.98,60,0,0.5,74,185,75,40,100,1,36,2.57,41,50,0.2,1
74,205,75,51,100,1,37,3.92,53,65,0.1,75,205,77,47,35,1,34,2.47,49,0,1.4,0
73,170,71,38,14,2,33,2.2,41,75,0.5,71,170,72,59,25,1,37,2.61,62,86,0.0,0
75,185,71,47,0,1,36,2.9,64,0,0.0,73,185,76,36,100,1,34,5.25,53,100,0.3,1
67,125,70,70,85,1,26,1.19,56,0,1.3,67,125,71,44,100,2,36,2.0,30,15,1.0,1
65,135,67,72,50,1,32,4.78,40,100,0.0,67,135,65,60,0,1,44,3.87,28,50,0.1,1
64,125,68,47,20,1,40,4.96,51,100,0.6,65,125,66,49,0,1,33,3.95,53,80,0.6,0
68,135,70,60,0,0,32,3.76,36,0,0.1,68,145,70,64,100,1,43,3.84,40,100,0.4,1
74,205,77,60,60,1,35,6.03,24,100,0.4,73,185,74,76,0,1,32,4.55,40,40,0.0,0
65,135,66,65,40,1,44,2.5,57,100,0.2,67,135,68,43,0,2,39,5.95,35,60,0.6,1
75,205,77,62,0,1,39,3.06,53,100,1.7,72,205,76,47,0,1,39,3.51,38,100,0.3,0
70,135,72,41,33,1,36,4.62,46,75,0.1,70,135,70,54,25,1,30,4.94,59,67,0.5,0
72,185,76,33,0,0,29,2.64,50,31,0.2,69,185,73,50,69,1,31,2.49,67,100,0.5,0
68,145,72,50,100,1,31,2.62,50,100,0.8,71,145,73,50,0,1,31,1.83,50,0,0.0,1
65,115,64,44,0,1,34,4.23,49,55,0.0,63,115,63,51,45,1,34,2.98,56,100,0.0,0
67,125,70,61,37,1,26,1.15,37,100,2.4,66,125,68,63,0,1,35,5.01,39,63,0.2,1
69,170,71,66,0,2,30,12.83,34,100,0.0,74,170,74,66,0,1,41,3.73,34,100,0.0,1
64,115,63,40,18,1,33,4.09,43,100,1.3,65,115,63,57,0,1,37,3.56,60,82,0.0,0
69,170,70,59,25,0,48,2.67,58,100,0.5,75,170,78,42,0,1,36,3.33,41,75,0.5,0
67,135,67,61,40,1,39,5.03,81,100,0.4,67,135,70,19,0,0,36,4.29,39,60,0.2,1
69,145,71,100,0,1,33,4.33,0,100,0.4,66,145,67,100,0,1,36,5.87,0,100,1.9,1
66,135,71,53,50,2,35,4.99,49,50,0.2,67,135,67,51,50,1,31,5.12,47,50,0.0,0
74,240,80,40,0,1,49,3.8,21,50,1.9,70,230,73,79,50,1,44,2.93,60,100,0.3,0
68,155,69,50,0,0,37,4.51,54,100,0.7,70,155,70,46,0,0,41,3.39,50,100,0.5,1
73,185,77,50,0,0,37,2.23,50,0,0.1,74,185,75,50,100,1,31,3.6,50,100,1.7,0
68,135,68,54,0,0,36,3.06,56,67,0.0,67,125,66,44,33,1,33,4.54,46,100,1.7,1
69,135,73,28,0,2,32,7.58,39,0,0.0,66,135,68,61,100,0,47,2.84,72,100,0.4,0
68,135,67,37,100,1,29,3.73,58,93,0.2,71,135,70,42,7,2,34,3.4,63,0,0.3,0
75,170,80,67,0,1,38,3.19,47,67,0.3,75,185,75,53,33,1,34,5.3,33,100,0.5,0
72,145,73,47,0,2,37,4.41,59,67,0.1,71,145,74,41,33,1,36,4.11,53,100,0.3,0
74,185,75,31,0,1,30,3.58,64,100,0.9,70,185,74,36,0,1,38,3.85,69,100,0.0,1
74,246,80,41,42,1,34,4.76,47,100,0.7,74,205,75,53,0,1,35,2.75,59,58,0.0,1
72,185,75,65,57,1,33,3.46,53,100,3.0,73,185,74,47,0,1,36,5.67,35,43,0.1,1
68,145,70,33,0,1,36,1.54,45,0,1.9,71,145,71,55,100,2,38,3.46,67,100,1.6,0
72,170,74,54,40,1,34,2.22,74,0,0.3,69,170,71,26,100,1,31,5.35,46,60,0.5,1
61,115,61,71,80,1,30,2.48,45,100,0.1,62,115,63,55,0,1,27,3.66,29,20,0.8,1
73,155,77,29,0,2,27,4.79,58,89,0.3,71,155,72,42,11,1,37,4.02,71,100,0.8,0
66,125,68,67,0,0,29,3.82,72,58,0.9,65,115,63,28,42,1,31,3.12,33,100,1.0,0
69,135,69,53,50,1,31,2.5,71,85,0.2,65,135,69,29,15,1,35,4.47,47,50,0.3,1
69,155,70,53,0,1,33,4.78,63,100,0.0,74,155,74,37,0,2,33,6.41,47,100,0.0,1
72,170,76,46,0,0,41,3.77,54,67,1.3,71,155,76,46,33,1,42,4.41,54,100,0.9,1
74,185,75,0,40,1,32,3.46,100,100,2.7,75,170,81,0,0,1,34,3.22,100,60,0.5,1
73,170,74,47,0,0,40,5.28,56,0,0.1,72,170,71,44,100,1,38,3.84,53,100,0.0,1
69,135,68,52,0,1,38,6.33,59,63,0.2,71,135,72,41,37,1,35,2.61,48,100,0.3,1
73,205,75,60,100,0,33,3.29,0,0,0.0,78,205,82,100,100,1,34,2.83,40,0,0.9,0
73,145,74,48,33,0,37,6.35,50,100,0.6,68,145,73,50,0,1,35,3.37,52,67,0.0,1
75,205,79,70,100,1,35,0.52,0,100,2.4,76,205,78,100,0,1,30,2.48,30,0,0.0,1
74,185,80,54,0,1,38,3.92,55,100,0.1,73,185,77,45,0,1,38,6.15,46,100,0.0,0
75,230,78,52,50,1,38,5.08,45,100,0.6,69,265,75,55,0,1,40,5.87,48,50,0.0,0
67,135,67,47,100,1,36,1.99,79,100,0.0,71,145,70,21,0,1,43,4.57,53,0,0.5,1
63,115,63,54,100,1,34,3.06,43,50,0.0,62,115,66,57,50,0,29,2.53,46,0,0.0,1
71,170,72,40,11,1,33,4.56,66,100,0.0,73,170,76,34,0,1,34,3.38,60,89,0.5,0
76,245,81,65,0,1,36,2.19,68,100,0.5,74,264,75,32,0,0,33,4.98,35,100,0.0,1
72,185,74,28,0,0,33,4.24,56,0,0.5,72,185,73,44,100,1,36,3.45,72,100,0.0,0
70,170,76,26,0,0,32,3.31,54,72,0.0,75,185,75,46,28,1,31,3.26,74,100,1.5,0
72,145,73,45,60,0,29,1.49,63,100,0.7,71,145,73,37,0,1,32,2.93,55,40,0.5,1
69,145,69,42,50,2,31,4.31,52,38,0.6,66,145,69,48,62,1,33,4.22,58,50,0.5,0
72,185,75,0,0,1,35,3.29,0,100,0.7,74,185,78,100,0,1,36,5.36,100,100,0.0,0
68,155,68,37,0,1,41,4.15,64,34,0.0,70,155,72,36,66,0,31,5.25,63,100,0.0,0
70,155,70,29,20,1,30,4.0,45,58,0.0,73,155,75,55,42,1,29,2.01,71,80,0.0,0
68,135,70,40,0,1,30,5.13,78,100,0.0,65,135,69,22,0,1,34,4.12,60,100,0.2,1
66,135,68,68,28,1,38,2.48,53,67,0.6,65,135,66,47,33,2,32,1.18,32,72,0.0,1
72,170,76,61,41,2,39,2.74,27,80,0.1,74,170,74,73,20,0,35,2.34,39,59,0.4,0
73,185,72,70,100,1,35,6.38,28,75,0.0,75,185,77,72,25,0,42,2.68,30,0,1.0,1
66,135,68,38,0,1,35,2.37,44,100,0.3,67,135,70,56,0,1,40,3.74,62,100,0.1,1
68,135,67,48,66,1,32,3.83,39,100,0.7,68,135,66,61,0,1,30,4.95,52,34,0.2,1
75,205,79,54,0,1,35,2.53,50,100,0.9,74,205,75,50,0,1,37,6.53,46,100,2.0,1
75,249,78,47,0,1,41,3.35,55,67,0.1,74,262,75,45,33,0,36,2.2,53,100,0.9,1
69,155,68,66,0,1,38,3.4,56,100,0.0,72,155,75,44,0,1,46,3.4,34,100,0.2,1
70,170,74,55,50,1,33,6.88,52,100,0.2,70,170,67,48,0,2,29,4.61,45,50,0.9,1
66,125,68,73,0,0,37,2.59,34,50,0.4,65,125,68,66,50,1,33,3.07,27,100,0.7,0
68,125,70,69,0,2,35,3.99,52,100,0.0,66,125,70,48,0,2,30,8.7,31,100,1.3,1
68,135,70,39,0,2,34,5.16,64,72,0.9,68,135,68,36,28,1,41,2.61,61,100,0.1,1
71,145,74,40,16,1,32,5.48,51,25,0.3,69,145,72,49,75,1,38,5.58,60,84,1.1,0
63,115,66,36,0,1,24,3.23,61,100,0.4,63,115,64,39,0,1,27,4.87,64,100,0.0,0
72,205,75,26,0,1,36,3.24,26,100,0.1,70,205,71,74,0,0,37,3.12,74,100,0.0,0
66,125,67,26,0,1,32,4.23,43,100,0.4,67,125,65,57,0,1,38,7.03,74,100,0.0,0
63,115,64,38,16,1,41,4.94,62,67,0.1,62,115,61,38,33,1,33,3.76,62,84,1.1,1
76,236,78,43,0,1,34,3.46,65,100,0.6,76,265,77,35,0,1,35,5.7,57,100,0.3,0
64,115,64,34,50,1,39,4.12,71,100,0.8,65,125,64,29,0,1,41,3.47,66,50,0.5,0
68,155,71,61,50,0,38,4.26,54,100,1.0,74,155,74,46,0,2,35,5.86,39,50,0.0,1
67,125,73,36,0,0,34,4.41,48,100,0.3,67,125,68,52,0,1,43,4.97,64,100,0.0,0
70,170,70,8,50,1,40,2.54,75,100,0.9,72,170,72,25,0,1,33,6.91,92,50,0.0,0
76,205,79,58,0,0,35,3.35,44,70,0.0,74,205,76,56,30,1,42,2.57,42,100,0.1,1
71,170,75,57,33,0,36,5.47,53,100,0.1,71,170,75,47,0,1,35,5.15,43,67,0.7,1
74,205,76,64,0,1,38,2.73,70,100,0.0,74,239,79,30,0,1,37,3.96,36,100,0.0,0
67,125,66,63,100,1,30,4.75,38,100,1.8,64,125,67,62,0,2,38,3.7,37,0,0.0,1
75,260,78,67,75,1,31,3.79,66,100,0.5,75,265,77,34,0,1,35,3.83,33,25,0.0,1
71,155,75,56,0,1,34,8.08,52,0,0.0,70,155,73,48,100,2,32,2.51,44,100,1.0,0
74,185,75,27,0,0,40,3.63,41,100,0.1,72,185,74,59,0,0,31,4.17,73,100,0.0,0
70,170,73,25,0,0,36,3.73,30,100,0.0,73,170,77,70,0,1,32,3.73,75,100,0.6,0
67,115,68,38,0,1,34,2.57,41,25,0.0,63,115,58,59,75,1,27,3.22,62,100,0.5,0
66,135,69,38,0,1,37,2.3,45,25,0.8,68,135,69,55,75,1,38,2.62,62,100,0.7,0
64,125,69,48,50,1,33,3.24,62,100,0.0,67,125,70,38,0,1,33,3.4,52,50,0.5,0
75,257,84,62,0,0,34,4.61,34,100,0.0,75,260,79,66,0,1,41,2.48,38,100,0.0,1
66,125,65,71,0,1,34,3.14,34,0,1.3,65,125,67,66,100,1,36,3.9,29,100,1.0,0
76,205,76,50,0,1,38,4.47,42,100,0.6,75,205,75,58,0,1,34,2.25,50,100,0.0,0
71,170,72,54,0,1,36,4.17,68,0,0.3,73,170,75,32,100,2,34,4.21,46,100,0.4,1
68,155,68,54,33,1,36,3.3,59,100,1.5,68,155,70,41,0,0,38,4.23,46,67,0.1,0
69,155,70,53,20,1,38,3.4,41,73,0.0,67,155,70,59,27,1,32,4.21,47,80,0.3,1
72,170,79,54,0,1,27,3.6,44,88,0.0,73,170,77,56,12,0,37,5.13,46,100,0.0,1
75,185,75,54,0,0,30,5.01,47,34,0.0,72,205,78,53,66,1,32,5.56,46,100,0.0,0
71,170,76,64,0,2,38,2.17,52,63,0.0,71,170,71,48,37,2,32,4.02,36,100,0.0,0
76,265,80,40,0,1,35,1.89,40,100,0.0,77,256,78,60,0,1,33,2.77,60,100,1.7,1
70,185,75,34,0,1,39,6.58,61,100,0.0,73,185,77,39,0,1,38,3.69,66,100,0.4,0
70,155,73,43,100,1,31,3.7,28,67,1.6,69,155,71,72,33,0,31,1.84,57,0,1.1,1
77,205,79,62,0,1,39,3.53,41,100,0.4,75,205,77,59,0,1,34,2.47,38,100,1.4,0
64,115,62,46,0,1,36,4.94,73,100,0.6,64,115,61,27,0,1,34,4.67,54,100,0.2,1
74,205,75,55,50,1,37,3.92,74,100,0.1,75,185,76,26,0,1,39,2.86,45,50,1.6,1
67,155,72,57,0,0,31,3.53,60,100,0.0,70,155,74,40,0,1,31,4.94,43,100,0.0,1
70,155,73,40,72,1,33,2.64,50,100,0.0,69,155,70,50,0,1,40,3.26,60,28,0.2,1
69,145,69,30,22,2,40,3.86,39,0,1.0,66,145,69,61,100,1,33,4.22,70,78,0.5,0
70,145,72,50,42,0,38,2.98,20,20,1.1,72,145,71,80,80,2,34,3.35,50,58,0.8,0
67,125,70,41,46,1,26,1.19,46,100,1.3,69,125,70,54,0,2,35,3.15,59,54,0.6,1
73,155,77,56,0,1,38,3.15,34,100,0.0,71,145,71,66,0,2,35,4.56,44,100,0.7,1
67,125,71,55,0,1,37,3.24,65,67,0.7,65,125,64,35,33,1,36,4.7,45,100,0.0,0
71,170,74,47,100,1,42,3.43,48,67,0.1,71,170,71,52,33,0,44,3.0,53,0,1.1,1
68,145,69,62,20,2,35,6.66,50,100,1.2,71,145,71,50,0,1,34,4.07,38,80,0.7,0
63,115,62,51,50,1,40,4.19,43,100,0.7,64,115,65,57,0,0,39,4.21,49,50,0.7,0
71,170,70,41,25,1,42,2.94,57,50,0.0,72,170,71,43,50,1,38,3.84,59,75,0.0,0
69,145,69,60,0,2,31,4.31,48,72,0.6,71,145,75,52,28,1,35,6.78,40,100,0.4,0
66,135,65,51,0,1,40,2.98,45,67,1.3,65,125,67,55,33,1,43,5.25,49,100,0.1,0
71,185,72,48,0,0,34,4.55,50,0,0.0,68,185,76,50,100,1,39,3.93,52,100,0.0,1
68,135,71,43,0,1,31,2.2,35,75,0.7,66,135,69,65,25,1,34,3.61,57,100,0.4,0
72,145,73,77,100,2,37,4.41,17,50,0.1,69,145,73,83,50,1,38,4.74,23,0,3.3,1
73,185,76,52,0,2,42,2.66,57,60,0.0,72,185,75,43,40,1,35,3.29,48,100,0.7,0
65,115,67,25,0,1,43,4.75,44,100,0.6,62,115,63,56,0,1,32,7.98,75,100,0.0,0
75,185,71,50,0,1,36,2.9,52,20,0.0,70,185,75,48,80,0,33,1.98,50,100,0.5,0
76,265,80,40,0,1,34,5.67,42,100,0.0,76,250,78,58,0,1,37,6.65,60,100,0.0,0
69,135,71,11,0,1,33,3.7,49,100,0.2,68,135,68,51,0,1,39,3.4,89,100,0.0,0
72,155,74,44,0,1,32,4.49,66,100,0.1,70,155,73,34,0,0,40,3.83,56,100,0.0,1
72,185,72,38,50,1,32,2.51,68,100,1.1,72,185,75,32,0,2,32,6.13,62,50,1.2,1
67,125,67,38,40,1,39,4.0,53,100,0.5,68,125,67,47,0,0,42,2.93,62,60,0.4,0
71,145,74,40,33,1,32,5.48,71,100,0.3,66,135,70,29,0,1,30,3.93,60,67,0.0,1
77,205,83,46,71,0,34,4.27,53,100,0.3,73,205,74,47,0,0,36,2.42,54,29,0.5,1
68,135,69,54,62,1,31,0.88,55,50,1.9,68,135,68,45,50,2,34,1.75,46,38,0.2,1
76,185,80,50,0,2,37,3.11,43,100,0.1,71,185,77,57,0,2,42,4.13,50,100,0.0,1
71,145,69,42,0,1,35,4.75,47,100,0.3,66,145,71,53,0,1,38,3.44,58,100,0.2,0
76,205,79,62,0,1,39,3.65,49,100,0.4,73,185,76,51,0,1,35,4.33,38,100,0.2,1
72,185,72,46,0,0,37,4.74,43,100,0.3,71,170,74,57,0,0,44,4.67,54,100,0.0,1
67,155,71,66,0,1,35,3.53,40,100,0.0,75,155,77,60,0,0,31,4.63,34,100,1.2,0
73,155,73,63,0,1,43,4.48,34,0,1.2,68,155,71,66,100,0,43,3.18,37,100,1.7,0
72,185,79,23,0,1,42,3.85,57,60,0.1,73,185,78,43,40,0,36,1.99,77,100,1.2,0
65,125,65,64,0,2,28,2.72,44,75,0.1,66,125,66,56,25,1,40,4.19,36,100,0.5,1
67,125,66,66,100,1,33,4.54,44,100,1.7,65,135,64,56,0,1,39,3.51,34,0,0.3,1
70,155,70,58,28,0,36,3.17,62,88,0.2,67,155,72,38,12,1,30,1.91,42,72,0.0,1
73,170,77,52,100,1,32,2.41,50,100,1.8,75,170,80,50,0,1,39,2.42,48,0,0.3,1
76,265,79,61,75,1,37,4.81,35,100,0.2,75,243,79,65,0,1,38,4.82,39,25,0.0,1
70,155,71,40,0,1,36,2.95,25,50,0.4,69,155,70,75,50,1,31,4.4,60,100,1.3,0
70,125,72,10,0,1,35,4.29,26,25,0.3,68,135,69,74,75,1,30,0.73,90,100,0.9,0
70,185,75,62,0,1,39,6.58,41,100,0.0,72,185,73,59,0,1,37,4.6,38,100,1.6,1
72,185,77,75,0,1,32,4.11,22,100,0.0,76,205,77,78,0,1,36,3.59,25,100,0.3,0
69,145,72,42,50,2,36,2.89,41,50,1.3,68,145,69,59,50,1,32,2.94,58,50,0.0,0
66,135,67,53,15,1,37,2.97,56,75,0.0,68,135,69,44,25,1,31,5.01,47,85,0.2,1
65,135,67,63,0,1,30,3.02,24,100,2.3,67,125,67,76,0,0,35,2.89,37,100,0.3,0
69,135,69,35,100,2,33,3.99,34,100,1.0,66,135,66,66,0,2,40,4.64,65,0,0.7,1
71,145,72,34,0,1,38,7.1,68,100,0.1,66,145,70,32,0,1,41,4.61,66,100,0.1,0
75,170,81,40,0,1,34,3.22,55,60,0.5,74,170,75,45,40,1,42,3.65,60,100,0.2,1
70,170,76,25,0,0,32,3.31,80,78,0.0,71,185,75,20,22,1,37,3.01,75,100,0.6,1
71,155,72,41,14,1,34,4.53,59,100,0.0,70,155,74,41,0,1,35,2.44,59,86,0.0,0
75,185,75,68,0,1,34,5.3,70,100,0.5,74,185,72,30,0,1,36,4.99,32,100,2.6,1
69,135,70,40,0,2,39,4.85,48,100,1.4,67,135,70,52,0,1,33,5.73,60,100,0.0,0
71,170,75,37,0,1,42,3.68,57,100,0.4,69,170,74,43,0,2,40,1.31,63,100,0.8,0
69,145,72,28,0,1,31,3.78,67,100,0.7,68,145,67,33,0,1,39,3.83,72,100,0.0,1
67,135,69,42,0,1,42,3.76,29,100,0.1,66,135,64,71,0,1,37,3.63,58,100,0.0,0
72,185,77,67,33,1,37,3.72,72,100,0.2,66,185,70,28,0,1,37,6.21,33,67,0.0,1
74,185,76,53,0,1,38,3.36,56,100,1.3,75,185,76,44,0,0,33,2.94,47,100,1.9,1
74,205,76,68,29,1,47,4.43,42,100,0.9,75,205,80,58,0,1,34,5.17,32,71,0.3,0
66,125,68,53,100,1,33,2.64,45,40,1.1,65,125,66,55,60,0,38,2.11,47,0,0.4,0
64,115,63,67,50,2,37,3.44,50,100,0.4,66,115,65,50,0,1,39,3.25,33,50,0.1,1
72,170,74,35,0,1,32,6.26,48,100,0.0,71,170,73,52,0,1,32,2.56,65,100,0.6,0
70,145,73,45,0,1,32,3.29,72,50,0.4,72,145,74,28,50,1,34,3.02,55,100,0.0,1
74,185,75,60,100,1,31,3.6,40,50,1.7,69,185,73,60,50,1,31,2.49,40,0,0.5,1
67,135,66,57,9,0,38,8.43,39,100,0.0,68,135,70,61,0,1,31,3.36,43,91,0.3,0
74,242,78,33,0,1,38,3.15,44,100,0.0,79,250,80,56,0,1,38,3.0,67,100,0.2,0
67,145,71,39,0,1,35,3.52,48,44,0.3,67,145,72,52,56,1,32,2.89,61,100,0.2,0
71,145,71,49,0,1,35,5.32,50,100,0.0,71,145,71,50,0,1,35,4.4,51,100,0.5,1
67,125,73,46,0,0,34,4.41,47,100,0.3,65,125,65,53,0,0,34,3.04,54,100,0.5,1
72,205,76,86,66,1,39,3.51,82,100,0.3,75,205,74,18,0,1,32,4.07,14,34,0.0,1
63,115,64,66,0,1,41,5.55,55,100,0.2,64,115,65,45,0,1,42,5.19,34,100,0.8,1
71,145,71,60,50,2,38,3.46,55,67,1.6,67,135,68,45,33,0,33,1.9,40,50,1.9,1
65,135,69,33,0,1,35,4.47,72,100,0.3,69,135,71,28,0,1,33,2.66,67,100,1.8,1
64,125,66,33,15,2,38,5.86,63,100,0.2,66,125,69,37,0,1,29,5.04,67,85,0.0,0
72,170,76,54,0,1,38,3.57,27,50,0.0,72,170,74,73,50,1,35,2.16,46,100,0.3,0
64,125,66,48,0,1,27,3.32,55,67,1.2,65,125,67,45,33,0,34,4.53,52,100,0.0,1
68,135,69,61,0,0,45,2.79,44,86,0.1,68,135,68,56,14,1,35,3.92,39,100,0.6,0
